video_id,duration_minutes,title_length,description_length,tags_count,has_thumbnail_custom,video_quality,category,language,has_subtitles,channel_subscribers,channel_age_months,previous_videos_count,avg_upload_frequency_days,comments_count,likes_count,shares_count,playlist_adds,promoted,upload_time,upload_day,total_views
VID00368,26,31,553.0,21.0,Não,1080p,Gaming,Inglês,Não,502642,59.0,483,17,2519.0,38466,1636.0,850,Não,Tarde,Seg-Qui,1915326
VID01843,60,22,671.0,28.0,Sim,1080p,Culinária,Espanhol,Não,804591,83.0,424,1,9668.0,26286,909.0,77,Não,Noite,Sábado,865919
VID01466,38,65,673.0,45.0,Sim,480p,Fitness,Português,Sim,980892,31.0,426,4,5730.0,15046,4583.0,366,Não,Tarde,Domingo,741819
VID01124,24,67,658.0,33.0,Não,4K,Gaming,Português,Não,566070,41.0,152,29,5076.0,29268,4150.0,961,Sim,Manhã,Sábado,909161
VID02309,9,73,711.0,3.0,Sim,1080p,Educação,Português,Sim,407841,82.0,159,26,8498.0,3530,4770.0,448,Não,Manhã,Sábado,337736
VID02413,55,48,517.0,36.0,Não,1080p,Vlogs,Português,Sim,958334,43.0,171,28,789.0,28269,1240.0,75,Não,Manhã,Sexta,821549
VID00742,26,25,120.0,48.0,Sim,1080p,Gaming,Português,Não,826960,4.0,11,4,7305.0,31275,3514.0,795,Sim,Madrugada,Sábado,1254568
VID00846,12,87,442.0,6.0,Sim,480p,Educação,Inglês,Sim,559207,49.0,418,12,8715.0,9577,2072.0,213,Não,Noite,Domingo,929160
VID00606,38,88,219.0,40.0,Sim,1080p,Fitness,Português,Não,330927,15.0,33,1,2316.0,14947,836.0,95,Não,Tarde,Domingo,287462
VID01214,52,45,924.0,30.0,Sim,720p,Gaming,Português,Sim,479229,25.0,111,16,6844.0,12045,4048.0,666,Não,Manhã,Sexta,721144
VID01628,32,78,485.0,2.0,Sim,480p,Culinária,Português,Sim,625597,14.0,18,1,4138.0,5023,1817.0,263,Não,Madrugada,Sexta,480573
VID00791,49,13,905.0,32.0,Sim,1080p,Fitness,Português,Não,725883,10.0,149,14,9150.0,39077,2119.0,903,Não,Noite,Sábado,608505
VID01858,59,43,71.0,50.0,Sim,720p,Culinária,Português,Não,941919,89.0,272,2,7166.0,32768,129.0,486,Não,Tarde,Domingo,750442
VID02232,23,68,150.0,32.0,Sim,1080p,Tecnologia,Português,Sim,763170,81.0,297,10,9990.0,31129,4167.0,53,Não,Tarde,Domingo,883283
VID01337,39,18,456.0,17.0,Sim,4K,Fitness,Português,Não,208443,76.0,439,10,2902.0,8986,2087.0,328,Não,Noite,Domingo,211817
VID00810,27,28,969.0,16.0,Sim,1080p,Gaming,Português,Sim,121940,36.0,496,3,5996.0,7227,1553.0,335,Não,Tarde,Seg-Qui,245040
VID00479,36,30,389.0,37.0,Sim,1080p,Vlogs,Português,Não,562668,77.0,23,14,3314.0,48110,3225.0,813,Não,Tarde,Sábado,602409
VID00255,18,16,866.0,50.0,Sim,1080p,Tecnologia,Inglês,Não,986441,104.0,94,18,1241.0,33520,3507.0,554,Não,Noite,Seg-Qui,2661692
VID02218,14,56,306.0,4.0,Sim,1080p,Vlogs,Português,Não,823697,87.0,388,17,5336.0,37825,3539.0,280,Não,Manhã,Domingo,800453
VID01042,6,64,281.0,43.0,Sim,1080p,Tecnologia,Português,Não,368100,60.0,61,3,1262.0,2021,1363.0,190,Não,Madrugada,Seg-Qui,385995
VID01187,27,34,627.0,31.0,Sim,720p,Música,Português,Não,721680,85.0,270,1,1932.0,13089,1505.0,138,Sim,Tarde,Domingo,1214252
VID00247,13,65,120.0,5.0,Sim,720p,Gaming,Português,Não,179137,14.0,88,19,8318.0,38753,3980.0,577,Não,Manhã,Domingo,402690
VID01733,54,64,53.0,32.0,Sim,1080p,Gaming,Português,Sim,498606,,154,19,2075.0,46259,620.0,145,Não,Madrugada,Sexta,768798
VID02041,12,71,933.0,4.0,Sim,1080p,Tecnologia,Espanhol,Não,463666,1.0,410,29,2278.0,38681,295.0,686,Não,Manhã,Domingo,688370
VID00444,24,76,840.0,14.0,Sim,1080p,Música,INGLÊS,Não,801384,15.0,63,28,762.0,5905,4382.0,208,Não,Manhã,Domingo,3243199
VID02006,59,24,903.0,25.0,Não,4K,Fitness,Inglês,Não,311609,43.0,426,5,2434.0,8475,4996.0,766,Não,Manhã,Seg-Qui,724826
VID02314,22,52,603.0,28.0,Sim,4K,Educação,Português,Sim,646804,104.0,121,2,8537.0,35032,2474.0,915,Não,Manhã,Sábado,496428
VID00773,18,25,617.0,13.0,Não,4K,Fitness,Espanhol,Não,757538,94.0,442,1,3383.0,18286,970.0,88,Não,Tarde,Sexta,734091
VID01976,38,54,996.0,35.0,Não,1080p,Educação,Inglês,Não,16571,17.0,154,26,8990.0,43880,4570.0,964,Não,Manhã,Sábado,487718
VID02000,44,84,135.0,35.0,Não,1080p,Gaming,Inglês,Sim,451264,53.0,194,13,3679.0,19684,3033.0,594,Não,Manhã,Sábado,1703653
VID01874,31,30,529.0,1.0,Sim,1080p,Música,Português,Não,202132,9.0,298,11,7265.0,17311,4026.0,562,Não,Tarde,Sábado,421475
VID01430,13,88,507.0,26.0,Sim,720p,Educação,Inglês,Sim,10585,77.0,344,16,8660.0,31828,2429.0,958,Sim,Madrugada,Sexta,530284
VID00411,31,94,806.0,6.0,Não,1080p,Gaming,Português,Sim,383482,114.0,94,29,2921.0,37160,2685.0,182,Não,Tarde,Seg-Qui,642489
VID01392,48,49,982.0,39.0,Não,4K,Gaming,Português,Não,678894,27.0,20,16,7623.0,7537,120.0,606,Não,Noite,Seg-Qui,934945
VID01035,11,83,953.0,28.0,Sim,1080p,Fitness,Espanhol,Não,199539,65.0,166,20,6760.0,28245,812.0,632,Não,Noite,Sábado,298109
VID00880,59,33,638.0,16.0,Não,720p,Gaming,Espanhol,Sim,54048,8.0,123,19,4659.0,7187,268.0,131,Não,Madrugada,Sábado,141156
VID01770,6,27,365.0,11.0,Sim,1080p,Educação,Português,Não,774921,47.0,72,6,1436.0,49754,3922.0,17,Não,Noite,Seg-Qui,547469
VID02497,34,48,589.0,4.0,Não,1080p,Gaming,Português,Não,821478,63.0,295,3,4808.0,22655,512.0,790,Não,Noite,Sexta,1132009
VID00097,15,10,291.0,41.0,Sim,1080p,Culinária,Português,Não,801479,86.0,313,6,3456.0,39420,3176.0,367,Não,Noite,Seg-Qui,719011
VID02027,25,84,256.0,1.0,Sim,720p,Culinária,Português,Sim,900382,73.0,411,30,1275.0,7249,4612.0,701,Não,Tarde,Sexta,683936
VID01979,40,86,237.0,18.0,Não,4K,Tecnologia,Português,Sim,789235,114.0,481,19,4170.0,18824,1953.0,198,Não,Noite,Domingo,828123
VID02504,24,57,488.0,13.0,Sim,1080p,Vlogs,Espanhol,Sim,559843,60.0,52,11,3423.0,1547,611.0,41,Não,Madrugada,Domingo,632893
VID00322,24,84,165.0,14.0,Sim,4K,  Fitness,Inglês,Não,308235,32.0,42,29,5633.0,10497,2577.0,6,Sim,Manhã,Seg-Qui,852204
VID02115,8,91,463.0,8.0,Não,720p,Educação,Português,Sim,26138,63.0,425,3,5915.0,47181,3135.0,61,Não,Tarde,Sábado,175594
VID02038,15,73,497.0,13.0,Sim,720p,Culinária,Português,Sim,513855,68.0,318,29,2340.0,1446,6.0,932,Não,Manhã,Sexta,371190
VID00966,47,67,735.0,41.0,Sim,720p,Fitness,Português,Não,985145,56.0,326,1,8130.0,49985,2220.0,450,Não,Noite,Sexta,765765
VID02291,26,23,74.0,33.0,Sim,1080p,Gaming,Português,Sim,96033,84.0,319,8,9636.0,24125,2105.0,277,Não,Tarde,Seg-Qui,272298
VID02343,23,14,389.0,1.0,Não,1080p,Música,Inglês,Não,338,117.0,170,22,4126.0,6470,3680.0,7,Não,Madrugada,Domingo,2178075
VID01160,26,30,54.0,11.0,Sim,1080p,Tecnologia,Português,Não,942411,6.0,174,11,8199.0,40508,3829.0,816,Sim,Tarde,Sexta,1087094
VID01862,54,16,405.0,27.0,Sim,720p,Tecnologia,Inglês,Sim,499763,52.0,125,26,1520.0,30550,4454.0,74,Não,Manhã,Sábado,1525480
VID00483,14,77,441.0,48.0,Sim,1080p,Tecnologia,Português,Sim,215442,114.0,301,29,3119.0,39240,1540.0,759,Não,Manhã,Sábado,354864
VID01205,31,87,997.0,3.0,Sim,1080p,Vlogs,Português,Sim,670281,89.0,193,13,9202.0,6911,358.0,571,Não,Noite,Sexta,585205
VID01265,4,49,494.0,13.0,Sim,4K,Vlogs,Português,Sim,859328,,52,24,,42293,,541,Não,Noite,Sábado,815524
VID01713,38,96,236.0,27.0,Sim,1080p,Música,Português,Sim,885849,98.0,54,29,3241.0,43339,3200.0,915,Não,Manhã,Sexta,1516673
VID00933,23,30,176.0,19.0,Não,1080p,Fitness,Espanhol,Sim,519457,77.0,242,30,4310.0,23595,11.0,907,Não,Madrugada,Seg-Qui,520142
VID00603,37,95,949.0,28.0,Sim,4K,Educação,Inglês,Não,511954,60.0,199,18,1701.0,14698,1915.0,843,Não,Madrugada,Seg-Qui,899701
VID00408,28,45,,45.0,Não,1080p,Culinária,Inglês,Sim,372172,94.0,325,1,8491.0,8152,,23,Não,Tarde,Sexta,893055
VID00612,37,92,337.0,30.0,Sim,1080p,Tecnologia,Português,Sim,564582,31.0,309,26,9319.0,19371,3344.0,177,Não,Tarde,Domingo,638153
VID00421,50,35,577.0,31.0,Não,720p,Música,Inglês,Não,57577,108.0,280,30,4825.0,40116,2548.0,572,Não,Tarde,Sábado,579256
VID00566,49,90,404.0,19.0,Sim,1080p,Culinária,Português,Não,958300,12.0,485,17,2697.0,31990,4339.0,624,Não,Tarde,Sexta,768391
VID00472,55,61,437.0,41.0,Sim,720p,Vlogs,Português,Sim,106186,102.0,376,8,2802.0,37112,4808.0,754,Não,Manhã,Sábado,269763
VID01311,12,17,215.0,32.0,Sim,1080p,Culinária,Português,Não,690018,18.0,248,20,6055.0,35583,1555.0,121,Não,Tarde,Sábado,597891
VID00655,13,58,424.0,25.0,Sim,1080p,Fitness,Português,Não,44928,46.0,406,21,9125.0,15866,4739.0,697,Não,Madrugada,Seg-Qui,191034
VID00319,58,51,341.0,49.0,Sim,4K,Educação,Português,Sim,532170,106.0,385,25,9253.0,3155,4489.0,746,Não,Noite,Sexta,438592
VID01588,29,79,936.0,48.0,Sim,1080p,Vlogs,Português,Não,52134,66.0,317,6,3098.0,6741,4439.0,424,Não,Madrugada,Seg-Qui,166345
VID00211,56,45,633.0,24.0,Não,4K,Fitness,Português,Não,240755,107.0,426,13,201.0,49023,2219.0,715,Não,Noite,Domingo,327064
VID00545,57,11,548.0,14.0,Sim,720p,Culinária,Português,Não,901421,50.0,330,2,2600.0,16858,1819.0,906,Não,Tarde,Sexta,667141
VID01583,47,65,640.0,26.0,Sim,4K,Educação,Português,Não,41232,9.0,366,5,9410.0,23580,4568.0,955,Não,Tarde,Sábado,164021
VID01308,23,15,651.0,18.0,Sim,720p,Música,Português,Sim,406580,32.0,75,21,3271.0,37297,396.0,57,Não,Noite,Sexta,711874
VID00528,7,26,529.0,20.0,Sim,1080p,Vlogs,Português,Não,875077,82.0,278,24,7923.0,2896,3999.0,165,Não,Madrugada,Domingo,774382
VID01607,52,62,845.0,38.0,Sim,1080p,Fitness,Português,Sim,492444,40.0,86,8,7845.0,8192,4005.0,199,Sim,Tarde,Domingo,453818
VID00749,17,73,407.0,45.0,Sim,1080p,Tecnologia,Português,Não,717579,113.0,474,3,5799.0,11326,2974.0,172,Não,Tarde,Sexta,775890
VID02016,10,91,348.0,36.0,Sim,720p,Gaming,Inglês,Sim,444876,112.0,84,13,6356.0,41379,559.0,166,Não,Tarde,Sexta,1826540
VID01024,34,48,93.0,11.0,Não,480p,Gaming,Espanhol,Não,327514,113.0,360,5,,16845,,30,Não,Noite,Sexta,625027
VID00602,40,68,611.0,22.0,Sim,720p,Educação,Português,Não,670812,50.0,329,9,2210.0,34303,4681.0,637,Não,Noite,Sábado,479514
VID01012,39,49,614.0,39.0,Sim,1080p,Gaming,Inglês,Sim,910203,59.0,305,12,1371.0,25875,3215.0,203,Não,Tarde,Sábado,3188332
VID02272,30,58,235.0,21.0,Sim,720p,Educação,Português,Não,982661,33.0,316,3,9168.0,33884,2671.0,986,Sim,Manhã,Seg-Qui,692851
VID02290,16,42,475.0,50.0,Sim,4K,Fitness,Português,Sim,650187,81.0,413,25,2124.0,42100,424.0,236,Não,Madrugada,Seg-Qui,580586
VID00858,16,90,87.0,5.0,Sim,1080p,Fitness,Português,Não,935830,22.0,81,27,5066.0,5869,3893.0,25,Não,Tarde,Sábado,647387
VID02354,34,78,244.0,13.0,Não,720p,Fitness,Português,Sim,565641,93.0,343,17,2455.0,9913,313.0,710,Não,Noite,Domingo,404425
VID01721,23,39,193.0,8.0,Sim,1080p,Fitness,Português,Sim,302530,109.0,367,18,9802.0,9486,1523.0,521,Não,Noite,Domingo,294554
VID00803,32,67,502.0,1.0,Sim,1080p,Gaming,Inglês,Sim,494190,73.0,117,27,1530.0,25002,1423.0,260,Não,Tarde,Domingo,1817232
VID01322,15,22,494.0,5.0,Sim,1080p,Vlogs,Português,Sim,259625,10.0,143,3,1721.0,8602,1688.0,960,Não,Madrugada,Seg-Qui,267829
VID01898,40,21,450.0,0.0,Não,720p,Educação,Inglês,Não,900139,79.0,17,13,1662.0,1403,1495.0,72,Não,Noite,Sexta,1234776
VID01643,19,89,947.0,24.0,Sim,720p,Gaming,Português,Não,772248,119.0,13,21,6786.0,26157,263.0,319,Não,Manhã,Sábado,1077620
VID01179,50,23,181.0,41.0,Sim,1080p,Tecnologia,Português,Sim,998673,51.0,89,12,4877.0,30410,959.0,181,Não,Manhã,Sábado,1056534
VID23663,35,37,433.0,3.0,Sim,720p,Educação,Português,Não,898202,49.0,227,22,4238.0,13060,4077.0,308,Não,Noite,Domingo,530778
VID02399,12,80,845.0,45.0,Sim,1080p,Gaming,Português,Não,751383,101.0,221,13,3972.0,44698,972.0,902,Não,Tarde,Domingo,1134393
VID02074,14,46,938.0,15.0,Não,720p,Fitness,Inglês,Não,732655,48.0,185,21,3033.0,35812,48.0,429,Não,Madrugada,Seg-Qui,1386930
VID00519,38,82,817.0,0.0,Sim,480p,Educação,Português,Sim,164600,39.0,447,22,6467.0,7123,81.0,287,Não,Noite,Sábado,143522
VID02229,48,51,,32.0,Sim,1080p,Fitness,Português,Não,560867,87.0,354,5,2665.0,3655,750.0,334,Não,Noite,Seg-Qui,423337
VID00446,4,16,367.0,22.0,Sim,1080p,Educação,Português,Não,140329,91.0,459,15,7214.0,4073,1322.0,130,Não,Madrugada,Seg-Qui,144548
VID00238,33,98,294.0,26.0,Sim,1080p,Educação,Inglês,Não,199941,104.0,91,6,,21214,1089.0,187,Sim,Manhã,Sábado,712016
VID00110,46,91,361.0,5.0,Sim,480p,Música,Inglês,Sim,796525,36.0,35,24,2678.0,13113,4664.0,641,Não,Manhã,Sexta,3211980
VID01476,56,29,437.0,38.0,Não,4K,Culinária,Inglês,Sim,646740,106.0,119,23,6535.0,8552,154.0,273,Não,Tarde,Domingo,1270043
VID01922,14,16,159.0,15.0,Sim,1080p,Música,Português,Sim,309645,56.0,176,24,9556.0,40482,2934.0,218,Sim,Noite,Domingo,718450
VID00253,50,93,56.0,10.0,Sim,480p,Educação,Inglês,Não,704700,33.0,11,22,3726.0,15652,313.0,571,Não,Tarde,Domingo,1036128
VID01196,34,60,518.0,38.0,Não,4K,Educação,Português,Sim,890614,66.0,228,22,6546.0,44747,1737.0,272,Não,Madrugada,Domingo,612173
VID01652,4,56,836.0,26.0,Sim,1080p,Culinária,Português,Não,68058,18.0,123,20,5805.0,37976,3250.0,790,Não,Tarde,Sexta,211584
VID01911,43,90,940.0,43.0,Não,1080p,Gaming,Português,Não,471630,55.0,346,10,3992.0,25553,3654.0,757,Não,Tarde,Domingo,734499
VID00619,59,86,771.0,31.0,Sim,4K,Música,Inglês,Não,721255,75.0,75,25,105.0,42108,983.0,349,Não,Tarde,Sexta,3095861
VID02014,24,95,75.0,13.0,Sim,720p,Tecnologia,Português,Sim,940226,50.0,128,26,8704.0,33547,1535.0,424,Não,Madrugada,Sexta,1024434
VID01381,23,56,376.0,1.0,Não,1080p,Gaming,Português,Não,472474,69.0,168,24,6785.0,15426,4806.0,995,Não,Noite,Sexta,723994
VID01613,36,13,975.0,12.0,Não,720p,Vlogs,Português,Sim,916189,118.0,356,20,7219.0,9702,1741.0,258,Não,Tarde,Sábado,801969
VID01005,15,95,677.0,10.0,Sim,1080p,Fitness,Inglês,Não,386359,109.0,363,10,5023.0,46857,479.0,674,Não,Tarde,Sábado,982654
VID01840,26,27,329.0,22.0,Sim,1080p,Gaming,Português,Não,150523,37.0,345,28,1871.0,13407,560.0,48,Não,Manhã,Seg-Qui,253299
VID01092,35,14,342.0,47.0,Sim,1080p,Educação,Inglês,Não,442376,61.0,374,13,533.0,49801,2679.0,927,Não,Tarde,Sexta,993326
VID01453,59,53,55.0,48.0,Não,1080p,Vlogs,Português,Não,929446,11.0,317,15,5229.0,39413,487.0,364,Não,Manhã,Seg-Qui,811797
VID01988,53,61,122.0,35.0,Sim,1080p,Música,Inglês,Não,469182,36.0,204,15,8688.0,12525,3166.0,935,Não,Manhã,Sexta,2063157
VID01057,17,12,473.0,22.0,Sim,1080p,Música,Português,Não,315144,76.0,332,24,6268.0,31461,3685.0,68,Não,Manhã,Sexta,643828
VID00614,53,41,238.0,42.0,Sim,1080p,Fitness,Português,Não,440091,86.0,411,6,9096.0,32524,1208.0,489,Não,Manhã,Domingo,430050
VID01180,45,81,136.0,15.0,Sim,720p,Gaming,Inglês,Não,969195,39.0,143,25,4177.0,28968,1839.0,555,Sim,Noite,Seg-Qui,3465417
VID01388,55,45,190.0,6.0,Não,720p,Educação,Português,Sim,623679,70.0,64,25,4573.0,1495,2474.0,818,Sim,Tarde,Domingo,436726
VID00790,9,55,432.0,43.0,Sim,720p,Tecnologia,Inglês,Sim,946684,60.0,277,17,7080.0,10071,980.0,296,Não,Noite,Seg-Qui,2411966
VID00788,39,83,387.0,11.0,Sim,1080p,Fitness,Português,Não,405732,94.0,419,4,3811.0,49035,4521.0,510,Não,Noite,Domingo,468145
VID00369,30,53,768.0,34.0,Não,1080p,Música,Português,Não,955580,100.0,5,4,5427.0,17966,2912.0,877,Não,Noite,Domingo,1553999
VID00842,22,100,728.0,26.0,Sim,720p,Educação,Português,Não,302084,100.0,136,11,5552.0,20339,1827.0,357,Não,Noite,Sábado,245885
VID01751,27,39,821.0,0.0,Sim,1080p,Gaming,Português,Não,917291,120.0,316,1,1029.0,47950,3591.0,918,Não,Tarde,Sábado,1328692
VID01411,52,48,820.0,18.0,Não,720p,Fitness,Inglês,Não,964928,31.0,366,28,8560.0,46645,2366.0,295,Não,Manhã,Sexta,1865122
VID00101,22,95,645.0,15.0,Sim,1080p,Educação,Inglês,Não,754156,90.0,443,10,3877.0,36219,3690.0,471,Não,Noite,Domingo,1362898
VID00756,40,75,133.0,9.0,Não,1080p,Educação,Inglês,Não,938414,23.0,278,11,9533.0,11922,3962.0,128,Não,Madrugada,Sábado,1443102
VID00262,24,31,220.0,50.0,Não,1080p,Gaming,Inglês,Sim,546801,25.0,339,24,4567.0,425,2605.0,62,Não,Noite,Seg-Qui,1933275
VID01702,38,69,433.0,26.0,Sim,720p,Gaming,Português,Não,548836,113.0,494,17,760.0,12642,168.0,197,Não,Noite,Seg-Qui,4783067
VID00436,47,91,385.0,17.0,Sim,480p,Tecnologia,Português,Sim,364020,6.0,391,9,63.0,41691,4726.0,846,Não,Manhã,Sábado,478685
VID01998,47,93,237.0,1.0,Sim,1080p,Tecnologia,Espanhol,Não,295220,62.0,276,1,1969.0,30926,3442.0,134,Não,Noite,Sexta,525043
VID00180,5,55,711.0,4.0,Sim,1080p,Culinária,Português,Não,76944,80.0,145,18,3755.0,15638,4094.0,68,Não,Madrugada,Domingo,198725
VID02319,48,53,300.0,1.0,Não,1080p,Educação,Inglês,Não,892766,61.0,2,23,3904.0,7296,1815.0,886,Não,Tarde,Sexta,1279791
VID00860,2,28,493.0,25.0,Sim,1080p,Educação,Português,Sim,882994,93.0,337,17,1447.0,49662,1131.0,860,Não,Madrugada,Seg-Qui,622366
VID00991,55,47,547.0,33.0,Sim,480p,Tecnologia,Espanhol,Não,661051,119.0,41,12,5237.0,27760,3216.0,949,Não,Madrugada,Sábado,984845
VID01779,53,15,827.0,9.0,Sim,1080p,Gaming,Inglês,Não,531832,15.0,100,5,5047.0,49841,218.0,620,Não,Madrugada,Domingo,2050017
VID02379,4,71,394.0,11.0,Sim,1080p,Gaming,Português,Sim,748788,18.0,241,23,4227.0,19463,3174.0,193,Não,Manhã,Domingo,1026005
VID00600,49,43,710.0,14.0,Não,720p,Culinária,Português,Não,156,87.0,393,13,9954.0,6743,2384.0,316,Não,Manhã,Sábado,97364
VID00292,34,78,767.0,43.0,Sim,1080p,Gaming,Espanhol,Sim,2194220,49.0,330,5,1171.0,32350,3630.0,971,Não,Manhã,Sábado,475718
VID00142,35,82,596.0,1.0,Sim,720p,Tecnologia,Espanhol,Não,342077,110.0,313,27,5016.0,6889,2094.0,123,Não,Madrugada,Seg-Qui,520642
VID01305,36,26,736.0,39.0,Não,4K,Música,Português,Não,146095,27.0,328,13,4544.0,15987,4255.0,451,Não,Tarde,Sexta,360084
VID01049,44,69,912.0,1.0,Sim,720p,Educação,Espanhol,Não,178545,73.0,414,18,921.0,20991,148.0,517,Não,Tarde,Sexta,224046
VID01114,50,71,404.0,32.0,Sim,1080p,Culinária,Espanhol,Não,409867,19.0,164,4,8714.0,28352,3108.0,615,Não,Madrugada,Seg-Qui,534323
VID00415,34,74,893.0,23.0,Sim,720p,Culinária,Inglês,Sim,83435,81.0,299,23,7595.0,28403,2249.0,954,Não,Noite,Domingo,500747
VID01814,45,19,554.0,6.0,Sim,720p,Gaming,Português,Não,332805,92.0,67,14,5791.0,12769,54.0,341,Não,Noite,Seg-Qui,487935
VID00808,28,39,177.0,12.0,Não,1080p,Educação,Português,Sim,143306,96.0,9,9,452.0,17217,2556.0,95,Não,Madrugada,Sábado,173084
VID01913,3,85,896.0,25.0,Sim,1080p,Fitness,Português,Não,423186,7.0,408,3,3517.0,40470,4255.0,951,Sim,Tarde,Sexta,488125
VID01447,38,39,683.0,45.0,Sim,720p,Educação,Português,Não,215832,,496,12,1218.0,14809,,877,Não,Tarde,Seg-Qui,193940
VID00818,59,31,114.0,39.0,Sim,1080p,Gaming,Português,Não,530896,60.0,417,23,182.0,28879,268.0,518,Não,Noite,Sábado,755286
VID00720,60,36,256.0,25.0,Sim,4K,Vlogs,Inglês,Sim,655455,41.0,500,6,2221.0,23927,2779.0,582,Não,Noite,Sábado,1528328
VID00248,40,51,318.0,28.0,Sim,720p,Fitness,Português,Sim,948842,43.0,36,12,6122.0,22559,4457.0,309,Não,Tarde,Domingo,708414
VID00857,15,79,477.0,28.0,Sim,1080p,Vlogs,Inglês,Não,791806,94.0,261,3,7664.0,26171,1496.0,500,Não,Tarde,Sábado,1872154
VID00890,42,93,894.0,12.0,Não,720p,Gaming,Inglês,Sim,100904,7.0,418,17,3390.0,30837,4540.0,386,Não,Manhã,Seg-Qui,639056
VID02476,54,83,589.0,49.0,Sim,480p,Fitness,Inglês,Não,208723,16.0,486,26,762.0,37380,1922.0,277,Sim,Madrugada,Sexta,781743
VID01037,18,33,716.0,25.0,Sim,4K,Vlogs,Inglês,Sim,214840,12.0,330,7,6680.0,31313,929.0,782,Sim,Tarde,Sexta,856330
VID00555,10,14,511.0,18.0,Sim,480p,Fitness,Português,Não,616296,83.0,242,19,3763.0,17750,1138.0,454,Sim,Noite,Domingo,497954
VID02491,4,52,894.0,17.0,Sim,1080p,Tecnologia,Português,Não,346061,62.0,237,28,7877.0,44739,1640.0,779,Sim,Noite,Seg-Qui,541746
VID00030,13,23,539.0,41.0,Sim,1080p,Vlogs,Português,Não,171603,32.0,332,2,4320.0,12654,2808.0,843,Sim,Manhã,Sábado,312220
VID01906,14,74,844.0,2.0,Não,1080p,Culinária,Português,Sim,209927,29.0,392,17,1994.0,33646,1724.0,64,Não,Noite,Domingo,251760
VID01934,54,16,375.0,25.0,Sim,1080p,Culinária,Português,Não,654358,61.0,105,3,2065.0,6099,3754.0,886,Não,Tarde,Sábado,551666
VID00870,11,30,236.0,13.0,Sim,480p,Tecnologia,Inglês,Não,585860,85.0,185,30,7044.0,37909,3819.0,169,Não,Madrugada,Sexta,1771062
VID01326,46,71,844.0,20.0,Sim,1080p,Música,Português,Não,65464,62.0,499,7,4923.0,2613,1146.0,849,Sim,Madrugada,Domingo,224103
VID00533,48,59,908.0,15.0,Não,720p,Música,Português,Não,292109,61.0,399,14,6327.0,17718,3472.0,982,Não,Madrugada,Domingo,576523
VID01772,34,47,79.0,20.0,Não,1080p,Culinária,Português,Sim,724431,29.0,272,6,7663.0,44897,1486.0,76,Não,Tarde,Sexta,634005
VID01804,38,26,650.0,26.0,Não,1080p,Educação,Português,Não,938364,3.0,266,4,2656.0,26756,2647.0,609,Não,Manhã,Seg-Qui,567306
VID00820,29,85,784.0,35.0,Sim,480p,Vlogs,Inglês,Sim,89159,112.0,275,25,637.0,10015,1293.0,124,Não,Tarde,Domingo,386749
VID02287,4,44,221.0,24.0,Sim,720p,Vlogs,Espanhol,Sim,534314,76.0,308,17,8652.0,30200,2819.0,567,Não,Tarde,Sábado,722026
VID01909,17,25,665.0,23.0,Não,720p,Vlogs,Português,Não,765308,50.0,350,4,9959.0,49649,3913.0,452,Não,Manhã,Seg-Qui,781002
VID01098,10,69,226.0,39.0,Não,4K,Educação,Inglês,Não,306700,5.0,186,23,6713.0,21717,2612.0,198,Não,Tarde,Seg-Qui,717681
VID01107,44,12,277.0,41.0,Sim,480p,Música,Inglês,Sim,509648,5.0,76,24,1764.0,49109,3681.0,756,Não,Manhã,Seg-Qui,2362819
VID00573,40,35,388.0,44.0,Sim,1080p,Música,Inglês,Sim,37587,102.0,244,17,7025.0,29741,1519.0,519,Não,Tarde,Seg-Qui,539462
VID00333,50,45,684.0,12.0,Sim,720p,Música,Português,Sim,376,4.0,29,19,8180.0,-139,4456.0,731,Não,Noite,Domingo,2361448
VID02443,42,35,163.0,4.0,Não,1080p,Música,Espanhol,Não,835309,97.0,386,22,1620.0,38830,803.0,650,Não,Madrugada,Domingo,1796669
VID02133,37,78,369.0,43.0,Sim,720p,Vlogs,Inglês,Sim,452657,114.0,34,1,6778.0,33582,4990.0,414,Não,Madrugada,Domingo,1346928
VID01954,57,53,393.0,6.0,Não,1080p,Culinária,Português,Não,731113,17.0,71,18,2802.0,43084,3651.0,944,Não,Noite,Sábado,617779
VID00622,57,52,124.0,9.0,Sim,720p,Gaming,Português,Não,73172,51.0,367,30,9344.0,4405,2771.0,451,Não,Noite,Domingo,184993
VID01226,5,68,241.0,12.0,Sim,480p,Tecnologia,Português,Sim,233141,69.0,158,17,8271.0,16626,2281.0,29,Não,Madrugada,Seg-Qui,305754
VID01361,43,28,68.0,47.0,Sim,720p,Educação,Inglês,Sim,821095,15.0,136,29,295.0,9033,3518.0,872,Não,Manhã,Seg-Qui,1275005
VID00811,20,40,404.0,47.0,Sim,1080p,Vlogs,Português,Sim,659514,89.0,172,7,577.0,41189,2685.0,768,Não,Noite,Seg-Qui,663622
VID00209,12,24,461.0,3.0,Sim,720p,Culinária,Português,Sim,325789,103.0,270,7,4257.0,28301,1439.0,384,Não,Tarde,Seg-Qui,337593
VID01090,27,43,599.0,28.0,Não,720p,Vlogs,Português,Não,733651,77.0,41,15,7954.0,5559,1262.0,559,Sim,Madrugada,Sábado,683048
