restaurant_id,location_type,neighborhood_safety,parking_available,outdoor_seating,cuisine_type,price_range,seating_capacity,years_in_business,waiters_count,avg_service_time_min,accepts_reservations,delivery_service,health_inspection_score,chef_experience_years,menu_variety_items,daily_specials,has_website,social_media_followers,instagram_posts_count,online_reviews_count,live_music,kids_friendly,accepts_groups,average_rating
REST01949,Bairro Nobre,Média,Sim,Não,Italiana,Muito Caro,175,6,19.0,48,Sim,Sim,64.14,2.0,124,Não,Não,26140.0,921,352,Não,Sim,Não,4.93
REST00179,Shopping,Alta,Não,Não,Americana,Caro,100,1,2.0,60,Não,Sim,83.86,4.0,44,Sim,Não,24181.0,605,922,Não,Sim,Sim,4.62
REST01495,Periferia,Alta,Sim,Não,Árabe,Moderado,184,63,20.0,33,Sim,Não,76.16,28.0,149,Não,Sim,1737.0,144,179,Não,Não,Sim,5.0
REST01880,Shopping,Média,Sim,Não,Vegetariana,Moderado,86,18,15.0,18,Não,Sim,96.51,7.0,106,Não,Sim,25572.0,727,1468,Não,Sim,Sim,5.0
REST02346,Centro,Média,Sim,Não,Americana,Caro,52,8,10.0,77,Sim,Sim,54.32,19.0,120,Não,Sim,41547.0,303,232,Não,Não,Não,4.6
REST00835,Shopping,Média,Sim,Não,Japonesa,Caro,84,3,7.0,86,Não,Sim,50.88,3.0,67,Não,Não,16903.0,376,1928,Não,Não,Sim,3.76
REST00486,Subúrbio,Baixa,Sim,Não,Americana,Econômico,116,2,6.0,55,Sim,Sim,74.95,29.0,83,Não,Sim,28935.0,878,1592,Sim,Sim,Não,4.62
REST00522,Centro,Baixa,Não,Sim,Americana,Moderado,118,25,16.0,31,Sim,Sim,51.56,26.0,49,Não,Sim,5749.0,349,1486,Não,Não,Não,4.85
REST01406,Periferia,Média,Não,Não,Vegetariana,Moderado,35,27,3.0,30,Sim,Sim,58.45,24.0,10,Sim,Não,8791.0,271,604,Não,Não,Sim,4.37
REST01865,Periferia,Média,Sim,Não,Americana,Econômico,167,11,7.0,28,Sim,Sim,81.17,12.0,20,Não,Sim,43307.0,621,1068,Sim,Não,Sim,5.0
REST00174,Periferia,Baixa,Não,Não,Japonesa,Econômico,175,15,5.0,33,Não,Sim,83.16,21.0,80,Não,Sim,,811,1741,Não,Sim,Não,5.0
REST00112,Subúrbio,Média,Sim,Não,Italiana,Econômico,148,24,6.0,61,Não,Não,77.21,7.0,68,Sim,Sim,28136.0,167,935,Não,Sim,Sim,4.56
REST01707,Centro,Baixa,Não,Não,Americana,Caro,97,19,14.0,46,Sim,Sim,50.56,6.0,59,Não,Sim,45661.0,55,407,Não,Não,Sim,3.77
REST01524,Centro,Alta,Não,Não,Americana,Econômico,140,23,16.0,62,Não,Sim,61.15,25.0,53,Não,Sim,29252.0,741,428,Sim,Sim,Sim,5.0
REST01272,Bairro Nobre,Média,Sim,Sim,Vegetariana,  Moderado,79,23,19.0,82,Sim,Sim,74.42,25.0,149,Sim,Sim,27726.0,394,55,Não,Não,Sim,5.0
REST02203,Periferia,Baixa,Não,Não,Árabe,Muito Caro,114,26,15.0,71,Sim,Não,99.46,16.0,139,Não,Sim,21162.0,837,902,Sim,Não,Não,5.0
REST02246,Shopping,Alta,Não,Não,Italiana,Caro,132,17,15.0,45,Sim,Sim,77.6,15.0,85,Sim,Sim,12964.0,4,606,Não,Sim,Sim,5.0
REST01511,Subúrbio,Média,Não,Não,Japonesa,Moderado,96,5,12.0,47,Sim,Sim,84.53,27.0,134,Não,Sim,11815.0,427,1517,Não,Sim,Sim,5.0
REST01585,Subúrbio,Baixa,Sim,Não,Vegetariana,Econômico,131,3,10.0,73,Sim,Não,68.83,26.0,138,Sim,Sim,16620.0,826,413,Sim,Não,Sim,4.23
REST00913,Subúrbio,Média,Não,Não,Vegetariana,Econômico,62,19,19.0,49,Não,Sim,78.28,16.0,134,Não,Sim,32284.0,793,1982,Sim,Sim,Sim,5.0
REST01117,Periferia,Baixa,Não,Não,Americana,Moderado,50,24,3.0,20,Sim,Sim,99.02,15.0,143,Sim,Não,45441.0,822,1800,Não,Não,Sim,5.0
REST00355,Bairro Nobre,Média,Sim,Sim,Americana,Caro,139,23,18.0,51,Sim,Sim,71.72,30.0,116,Não,Sim,13543.0,188,762,Não,Não,Sim,5.0
REST00368,Subúrbio,Baixa,Não,Não,Japonesa,Econômico,25,9,8.0,44,Sim,Sim,54.85,21.0,80,Sim,Sim,36489.0,998,875,Sim,Não,Não,4.62
REST01843,Centro,Alta,Não,Não,Italiana,Moderado,93,1,12.0,30,Sim,Não,87.56,14.0,104,Não,Não,16482.0,390,634,Sim,Não,Sim,5.0
REST01466,Subúrbio,Alta,Não,Sim,Árabe,Moderado,194,18,12.0,21,Sim,Sim,52.44,12.0,101,Sim,Sim,7442.0,688,820,Sim,Não,Sim,4.57
REST01124,Subúrbio,Média,Não,Sim,Americana,Muito Caro,26,9,7.0,67,Não,Sim,60.17,25.0,134,Não,Sim,24108.0,962,236,Sim,Não,Sim,5.0
REST02309,Periferia,Baixa,Sim,Não,Vegetariana,Moderado,170,21,10.0,64,Não,Sim,59.59,20.0,82,Sim,Sim,30303.0,620,638,Não,Não,Não,4.24
REST02413,Subúrbio,Alta,Não,Sim,Vegetariana,Moderado,35,26,10.0,60,Não,Sim,70.29,28.0,12,Não,Não,12872.0,1,1004,Não,Não,Sim,5.0
REST00742,Shopping,Alta,Sim,Sim,Brasileira,Moderado,169,26,12.0,29,Sim,Sim,85.15,24.0,23,Sim,Não,6553.0,143,133,Não,Sim,Sim,5.0
REST00846,Shopping,Alta,Não,Não,Americana,Moderado,105,19,4.0,45,Sim,Sim,51.77,16.0,72,Não,Sim,49775.0,22,783,Não,Não,Sim,4.69
REST00606,Subúrbio,Média,Não,Sim,Vegetariana,Muito Caro,117,0,18.0,18,Sim,Sim,83.89,21.0,30,Não,Não,40229.0,741,1576,Não,Não,Sim,5.0
REST01214,Periferia,Alta,Sim,Não,Italiana,Caro,155,12,16.0,75,Não,Sim,87.41,14.0,84,Não,Não,46373.0,485,61,Não,Não,Sim,5.0
REST01628,Centro,Média,Sim,Não,Italiana,Econômico,39,17,7.0,52,Sim,Sim,58.37,23.0,92,Não,Sim,13834.0,983,1716,Não,Sim,Não,4.9
REST00791,Subúrbio,Média,Sim,Sim,Brasileira,Caro,106,27,9.0,65,Não,Sim,89.04,22.0,133,Sim,Sim,49963.0,739,405,Sim,Não,Não,5.0
REST01858,Shopping,Média,Sim,Não,Vegetariana,Moderado,150,11,4.0,82,Sim,Sim,55.32,19.0,23,Não,Não,42971.0,829,1353,Sim,Não,Sim,4.23
REST02232,Periferia,Média,Sim,Não,Japonesa,Moderado,119,7,8.0,60,Não,Sim,72.33,12.0,101,Sim,Não,41973.0,167,126,Não,Sim,Sim,4.33
REST01337,Bairro Nobre,Média,Não,Sim,Italiana,Econômico,25,8,11.0,69,Sim,Sim,52.71,1.0,96,Não,Sim,3970.0,126,1668,Não,Sim,Não,4.5
REST00810,Shopping,Alta,Não,Não,Árabe,Caro,83,28,11.0,15,Sim,Sim,66.31,21.0,127,Não,Sim,34942.0,565,91,Não,Não,Sim,5.0
REST00479,Shopping,Alta,Não,Não,Vegetariana,Moderado,132,16,19.0,51,Sim,Sim,95.33,20.0,35,Sim,Não,14845.0,58,643,Não,Não,Sim,5.0
REST00255,Centro,Alta,Sim,Não,Japonesa,Econômico,132,3,11.0,45,Não,Sim,62.57,26.0,88,Sim,Sim,8814.0,835,1939,Não,Não,Não,5.0
REST02218,Bairro Nobre,Média,Sim,Sim,Brasileira,Moderado,84,15,19.0,26,Sim,Não,73.72,8.0,138,Não,Sim,24007.0,906,1244,Não,Sim,Sim,5.0
REST01042,Bairro Nobre,Alta,Sim,Sim,Árabe,Muito Caro,51,27,17.0,89,Sim,Sim,91.19,1.0,80,Sim,Sim,19685.0,707,1542,Não,Não,Sim,5.0
REST01187,Centro,Alta,Sim,Não,Americana,Moderado,28,3,19.0,39,Não,Sim,69.68,8.0,61,Não,Sim,31682.0,295,1736,Não,Não,Não,5.0
REST00247,Periferia,Baixa,Não,Não,Japonesa,Moderado,125,4,16.0,48,Sim,Não,80.03,9.0,30,Sim,Sim,45610.0,140,285,Sim,Não,Sim,4.68
REST01733,Shopping,Média,Sim,Sim,Americana,Moderado,113,3,2.0,64,Não,Sim,71.25,16.0,146,Não,Não,21106.0,805,215,Sim,Não,Não,5.0
REST02041,Periferia,Baixa,Não,Não,Japonesa,Muito Caro,82,23,18.0,73,Sim,Não,83.94,17.0,44,Sim,Não,35663.0,70,597,Não,Sim,Não,4.82
REST00444,Subúrbio,Média,Sim,Não,Brasileira,Caro,175,13,8.0,70,Sim,Sim,53.83,14.0,23,Sim,Não,14741.0,39,1515,Não,Sim,Sim,4.33
REST02006,Shopping,Média,Não,Não,Vegetariana,Caro,45,14,12.0,73,Sim,Sim,86.03,24.0,77,Sim,Sim,26108.0,345,567,Não,Sim,Sim,5.0
REST02314,Bairro Nobre,Média,Sim,Não,Brasileira,Muito Caro,33,21,5.0,71,Não,Sim,97.72,14.0,135,Não,Sim,47440.0,270,922,Sim,Sim,Não,5.0
REST00773,Periferia,Baixa,Não,Não,Brasileira,Econômico,77,8,12.0,24,Sim,Sim,75.56,21.0,11,Não,Sim,21140.0,587,1239,Não,Não,Sim,5.0
REST01976,Subúrbio,Baixa,Sim,Não,Vegetariana,Caro,125,27,9.0,71,Não,Sim,95.23,30.0,148,Não,Sim,,360,336,Não,Não,Não,5.0
REST02000,Subúrbio,Baixa,Sim,Não,Japonesa,Moderado,110,29,17.0,36,Sim,Sim,58.35,30.0,60,Não,Não,43028.0,530,704,Sim,Não,Não,5.0
REST01874,Centro,Alta,Sim,Sim,Brasileira,Caro,182,6,6.0,82,Não,Não,92.52,9.0,135,Não,Sim,35833.0,474,355,Não,Não,Sim,5.0
REST01430,Bairro Nobre,Média,Sim,Não,Vegetariana,Muito Caro,37,24,4.0,73,Sim,Sim,87.61,24.0,107,Sim,Não,37696.0,808,1951,Não,Não,Não,5.0
REST00411,Bairro Nobre,Alta,Sim,Não,Árabe,Econômico,83,7,4.0,72,Sim,Não,80.22,18.0,142,Não,Sim,36968.0,17,1439,Sim,Sim,Não,5.0
REST01392,Centro,Alta,Sim,Não,Vegetariana,Caro,126,16,14.0,89,Sim,Sim,85.46,27.0,69,Sim,Sim,16901.0,654,1861,Não,Sim,Sim,5.0
REST01035,Periferia,Média,Sim,Sim,Vegetariana,Econômico,120,1,3.0,49,Sim,Sim,75.36,19.0,80,Não,Sim,49594.0,547,345,Não,Sim,Sim,4.97
REST00880,Subúrbio,Média,Sim,Não,Italiana,Moderado,138,2,11.0,84,Sim,Não,63.24,26.0,41,Não,Sim,34452.0,172,1730,Não,Não,Não,5.0
REST01770,Periferia,Média,Não,Não,Japonesa,Caro,32,3,17.0,20,Não,Sim,83.8,,125,Sim,Sim,,895,1851,Não,Não,Não,5.0
REST02497,Subúrbio,Baixa,Sim,Não,Brasileira,Moderado,192,19,19.0,20,Sim,Não,58.36,30.0,56,Não,Não,44834.0,319,1795,Não,Sim,Sim,4.58
REST00097,Shopping,Baixa,Não,Não,Italiana,Econômico,36,28,3.0,26,Não,Sim,54.76,11.0,28,Não,Sim,2839.0,816,1935,Não,Não,Não,4.33
REST02027,Centro,Média,Sim,Sim,Americana,Moderado,37,29,6.0,51,Sim,Sim,76.24,8.0,128,Não,Não,28919.0,400,558,Não,Não,Sim,5.0
REST01979,Bairro Nobre,Alta,Sim,Não,Vegetariana,Caro,122,12,9.0,44,Não,Sim,66.24,3.0,30,Não,Sim,35663.0,923,1454,Sim,Não,Sim,5.0
REST02504,Centro,Baixa,Não,Não,Brasileira,Caro,86,28,8.0,78,Sim,Sim,58.86,2.0,73,Não,Sim,47642.0,339,420,Não,Não,Não,3.54
REST00322,Bairro Nobre,Média,Sim,Não,Americana,Caro,101,18,13.0,55,Sim,Sim,53.97,19.0,56,Sim,Não,49610.0,746,1484,Não,Não,Sim,5.0
REST02115,Bairro Nobre,Média,Sim,Sim,Brasileira,Econômico,159,2,14.0,26,Não,Não,63.82,29.0,82,Sim,Sim,36568.0,788,1369,Não,Não,Não,5.0
REST02038,Bairro Nobre,Alta,Sim,Não,Vegetariana,Muito Caro,87,18,,37,Sim,Sim,55.54,,108,Não,Não,3657.0,994,608,Sim,Não,Sim,5.0
REST00966,Bairro Nobre,Baixa,Sim,Sim,Japonesa,Econômico,51,2,-1.0,69,Sim,Não,96.32,23.0,84,Não,Não,28793.0,192,1320,Não,Não,Não,5.0
REST02291,Periferia,Baixa,Não,Não,Árabe,Econômico,61,10,3.0,87,Sim,Sim,70.12,17.0,81,Não,Não,47540.0,471,1195,Não,Não,Sim,3.83
REST02343,Shopping,Alta,Não,Não,Vegetariana,Moderado,123,3,19.0,70,Não,Sim,50.23,21.0,124,Sim,Não,15458.0,246,445,Não,Sim,Sim,4.14
REST01160,Shopping,Alta,Não,Sim,Vegetariana,Caro,161,6,14.0,41,Não,Não,79.53,8.0,148,Não,Não,13138.0,696,1786,Sim,Não,Sim,5.0
REST01862,Periferia,Média,Não,Sim,Árabe,Econômico,85,7,14.0,67,Não,Sim,89.67,2.0,114,Não,Não,46831.0,690,1979,Sim,Não,Sim,4.13
REST00483,Bairro Nobre,Alta,Sim,Não,Japonesa,Econômico,155,10,4.0,48,Não,Sim,73.46,30.0,103,Não,Sim,14033.0,910,1527,Sim,Não,Sim,5.0
REST01205,Subúrbio,Alta,Não,Não,Árabe,Moderado,123,19,,73,Não,Sim,61.83,11.0,86,Não,Sim,,853,1069,Não,Sim,Sim,4.4
REST01265,Centro,Baixa,Sim,Sim,Americana,Muito Caro,174,26,7.0,41,Sim,Não,56.71,6.0,120,Sim,Sim,4638.0,802,308,Não,Sim,Sim,4.39
REST01713,Bairro Nobre,Baixa,Sim,Sim,Italiana,Moderado,40,10,20.0,73,Sim,Não,70.57,11.0,34,Não,Não,6230.0,269,503,Não,Sim,Sim,4.31
REST00933,Bairro Nobre,Alta,Sim,Não,Italiana,Moderado,200,22,10.0,76,Sim,Não,64.41,22.0,89,Não,Não,2111.0,517,804,Sim,Sim,Não,5.0
REST00603,Shopping,Média,Sim,Não,Vegetariana,Econômico,97,3,18.0,81,Não,Não,73.68,12.0,42,Sim,Sim,279.0,324,1085,Não,Não,Não,4.55
REST00408,Periferia,Média,Não,Não,Japonesa,Caro,29,3,7.0,58,Sim,Sim,54.39,13.0,25,Sim,Sim,30090.0,100,1783,Não,Sim,Não,4.04
REST00612,Centro,Média,Sim,Sim,Vegetariana,Econômico,99,0,4.0,75,Não,Sim,99.44,15.0,122,Sim,Não,24367.0,633,1445,Não,Não,Sim,5.0
REST00421,Bairro Nobre,Média,Sim,Não,Brasileira,Muito Caro,96,9,9.0,24,Sim,Sim,70.28,28.0,35,Não,Sim,29890.0,931,1956,Não,Sim,Sim,5.0
REST00566,Periferia,Média,Não,Não,Vegetariana,Econômico,190,28,18.0,69,Sim,Sim,53.94,4.0,129,Não,Sim,36070.0,502,194,Sim,Não,Sim,3.39
REST00472,Shopping,Baixa,Sim,Sim,Americana,Econômico,172,20,17.0,27,Sim,Sim,51.37,6.0,149,Sim,Não,29692.0,969,463,Não,Não,Sim,4.28
REST01311,Centro,Média,Sim,Não,Americana,Econômico,99,11,7.0,18,Não,Sim,82.31,19.0,37,Não,Não,25290.0,225,1646,Não,Não,Sim,5.0
REST00655,Shopping,Alta,Sim,Não,Italiana,Caro,195,26,4.0,54,Sim,Sim,61.31,11.0,118,Sim,Sim,23876.0,569,1612,Não,Não,Sim,4.48
REST00319,Bairro Nobre,Baixa,Sim,Sim,Americana,Moderado,108,6,8.0,50,Não,Não,61.64,15.0,68,Sim,Sim,8955.0,382,1137,Não,Não,Sim,4.16
REST01588,Centro,Média,Sim,Não,Vegetariana,Caro,131,7,7.0,58,Não,Não,52.37,20.0,65,Não,Sim,31017.0,413,1759,Não,Não,Sim,3.62
REST00211,Subúrbio,Média,Sim,Sim,Americana,Moderado,167,5,20.0,77,Sim,Sim,70.02,2.0,82,Sim,Sim,25275.0,117,1078,Não,Não,Sim,4.31
REST00545,Centro,Média,Sim,Sim,Japonesa,Moderado,187,24,7.0,48,Sim,Sim,86.44,3.0,82,Não,Sim,9252.0,732,999,Não,Sim,Não,5.0
REST01583,Periferia,Alta,Sim,Não,Americana,Moderado,98,0,10.0,37,Não,Não,56.38,18.0,24,Não,Não,27087.0,846,1283,Sim,Sim,Não,4.54
REST01308,Centro,Baixa,Não,Não,Árabe,Muito Caro,26,25,11.0,59,Não,Não,83.63,2.0,23,Sim,Não,12765.0,616,1619,Não,Sim,Não,4.02
REST00528,Centro,Baixa,Sim,Sim,Árabe,Moderado,43,22,5.0,44,Sim,Sim,95.7,,125,Sim,Não,45819.0,800,1200,Não,Sim,Sim,5.0
REST01607,Centro,Média,Sim,Não,Vegetariana,Caro,111,11,9.0,88,Sim,Sim,52.99,25.0,112,Sim,Não,30897.0,269,188,Não,Não,Sim,4.06
REST00749,Centro,Alta,Sim,Não,Americana,Moderado,156,1,17.0,67,Sim,Sim,55.47,16.0,100,Sim,Sim,7297.0,916,1950,Não,Não,Não,3.98
REST02016,Centro,Média,Sim,Não,Americana,Muito Caro,148,27,19.0,34,Sim,Sim,91.07,16.0,22,Sim,Não,37596.0,255,548,Sim,Sim,Sim,5.0
REST01024,Shopping,Baixa,Sim,Não,Americana,Econômico,186,21,11.0,47,Sim,Sim,74.55,25.0,128,Sim,Não,13199.0,182,107,Não,Sim,Sim,4.71
REST00602,Periferia,Média,Sim,Não,Americana,Moderado,41,15,14.0,86,Não,Sim,83.6,9.0,28,Sim,Sim,11520.0,952,1862,Não,Não,Não,5.0
REST01012,Subúrbio,Média,Não,Não,Árabe,Econômico,109,24,13.0,75,Não,Sim,73.17,6.0,51,Não,Sim,26811.0,208,845,Não,Não,Sim,4.87
REST02272,Subúrbio,Baixa,Sim,Não,Japonesa,Moderado,92,5,15.0,29,Sim,Sim,86.85,21.0,27,Não,Sim,27981.0,258,1753,Não,Não,Não,5.0
REST02290,Subúrbio,Média,Sim,Não,Americana,Moderado,194,28,20.0,48,Sim,Sim,65.26,18.0,87,Sim,Sim,11080.0,273,1602,Não,Não,Sim,5.0
REST00858,Periferia,Baixa,Não,Não,Vegetariana,Moderado,67,9,17.0,73,Sim,Sim,66.89,5.0,99,Sim,Sim,33901.0,24,241,Não,Não,Sim,4.28
REST02354,Subúrbio,Alta,Sim,Não,Árabe,Moderado,93,15,6.0,44,Não,Sim,64.72,26.0,24,Sim,Não,1804.0,266,1435,Não,Sim,Sim,4.97
REST01721,Periferia,Média,Sim,Não,Japonesa,Econômico,83,21,2.0,75,Sim,Sim,53.18,27.0,10,Não,Não,16502.0,717,86,Não,Não,Sim,4.31
REST00803,Periferia,Média,Não,Não,Japonesa,Moderado,31,27,12.0,41,Sim,Sim,64.92,9.0,90,Não,Não,14996.0,259,1167,Não,Sim,Sim,5.0
REST01322,Subúrbio,Média,Não,Não,Brasileira,Moderado,35,4,12.0,34,Sim,Sim,64.13,,42,Não,Sim,15669.0,533,130,Não,Sim,Sim,4.5
REST01898,Bairro Nobre,Média,Não,Sim,Vegetariana,Muito Caro,106,19,6.0,90,Sim,Sim,86.54,3.0,113,Sim,Sim,15695.0,309,1916,Não,Sim,Sim,4.68
REST01643,Subúrbio,Média,Sim,Não,Japonesa,Caro,109,2,2.0,20,Não,Sim,90.94,18.0,13,Não,Sim,44944.0,672,837,Não,Não,Não,5.0
REST01179,Shopping,Média,Sim,Não,Vegetariana,Econômico,89,18,6.0,64,Sim,Não,53.7,29.0,113,Sim,Não,7657.0,978,1807,Não,Não,Sim,4.09
REST36258,Bairro Nobre,Média,Não,Não,Brasileira,Econômico,87,67,3.0,48,Sim,Não,62.05,23.0,99,Sim,Não,43407.0,431,1894,Sim,Não,Sim,4.69
REST02399,Shopping,Alta,Não,Não,Brasileira,  Moderado,95,12,,37,Sim,Sim,96.08,,82,Não,Sim,7587.0,281,1294,Não,Sim,Sim,5.0
REST02074,Shopping,Média,Sim,Não,Brasileira,Moderado,177,6,2.0,46,Não,Sim,85.68,26.0,101,Não,Não,4570.0,982,1323,Não,Não,Não,4.69
REST00519,Shopping,Média,Sim,Não,Vegetariana,Econômico,130,22,14.0,44,Não,Sim,70.73,2.0,124,Não,Não,43272.0,271,1807,Não,Não,Sim,5.0
REST02229,Periferia,Baixa,Sim,Sim,Americana,Moderado,194,26,16.0,29,Sim,Não,75.67,7.0,130,Não,Sim,12720.0,412,390,Não,Não,Sim,4.41
REST00446,Periferia,Alta,Não,Não,Brasileira,Caro,80,22,7.0,45,Sim,Sim,93.38,9.0,111,Sim,Não,34308.0,933,1279,Não,Não,Sim,4.94
REST00238,Periferia,Média,Não,Não,Americana,Moderado,77,18,4.0,61,Sim,Sim,66.61,9.0,129,Não,Sim,23103.0,189,311,Sim,Não,Sim,4.37
REST00110,Subúrbio,Média,Sim,Não,Árabe,Econômico,108,6,4.0,63,Sim,Sim,99.87,12.0,54,Não,Não,25654.0,34,1849,Não,Não,Não,4.95
REST01476,Periferia,Média,Sim,Não,Brasileira,Econômico,128,21,3.0,38,Sim,Sim,56.72,12.0,101,Sim,Sim,31973.0,914,718,Não,Não,Sim,4.14
REST01922,Periferia,Média,Não,Não,Italiana,Econômico,165,27,17.0,68,Sim,Sim,76.44,5.0,33,Sim,Sim,39324.0,813,1481,Sim,Não,Sim,4.58
REST00253,Periferia,Média,Não,Não,Americana,Econômico,33,27,13.0,53,Não,Sim,93.0,15.0,67,Sim,Sim,5852.0,97,364,Não,Sim,Sim,5.0
REST01196,Centro,Alta,Não,Sim,Brasileira,Caro,140,22,9.0,52,Sim,Não,,,119,Sim,Sim,38195.0,882,1807,Não,Não,Sim,4.66
REST01652,Subúrbio,Alta,Sim,Não,Americana,Moderado,97,6,18.0,70,Não,Não,72.36,7.0,97,Não,Sim,36634.0,862,756,Não,Não,Sim,4.91
REST01911,Subúrbio,Alta,Sim,Sim,Árabe,Muito Caro,60,20,17.0,87,Sim,Não,60.38,30.0,130,Sim,Sim,42721.0,466,1465,Não,Sim,Não,5.0
REST00619,Periferia,Baixa,Sim,Não,Árabe,Moderado,188,1,8.0,35,Sim,Sim,82.26,18.0,24,Não,Sim,3275.0,490,1988,Não,Sim,Sim,4.42
REST02014,Bairro Nobre,Média,Sim,Sim,Brasileira,Econômico,194,23,15.0,85,Não,Não,77.28,16.0,113,Sim,Sim,30915.0,292,590,Não,Não,Sim,4.95
REST01381,Centro,Média,Não,Não,Vegetariana,Moderado,161,15,11.0,79,Sim,Sim,54.53,1.0,26,Sim,Sim,31493.0,334,1076,Sim,Não,Sim,3.48
REST01613,Centro,Alta,Sim,Não,Italiana,Econômico,112,15,9.0,34,Sim,Sim,85.24,12.0,79,Não,Não,27664.0,159,1957,Não,Sim,Não,5.0
REST01005,Shopping,Baixa,Não,Sim,Italiana,Econômico,157,5,7.0,69,Não,Sim,53.71,9.0,94,Sim,Sim,,918,106,Não,Não,Sim,3.67
REST01840,Centro,Baixa,Sim,Sim,Brasileira,Moderado,88,10,7.0,33,Não,Sim,54.63,19.0,44,Sim,Não,35948.0,328,1583,Não,Não,Sim,4.3
REST01092,Subúrbio,Baixa,Sim,Não,Brasileira,Econômico,126,8,18.0,41,Não,Sim,77.78,19.0,37,Não,Não,38191.0,812,1282,Não,Não,Sim,4.89
REST01453,Subúrbio,Alta,Não,Não,Japonesa,Moderado,75,4,16.0,71,Sim,Sim,57.11,3.0,94,Não,Não,25828.0,412,61,Não,Não,Sim,4.1
REST01988,Bairro Nobre,Média,Sim,Não,Vegetariana,Caro,90,25,19.0,73,Não,Sim,81.65,21.0,76,Sim,Sim,10619.0,688,253,Sim,Sim,Sim,5.0
REST01057,Bairro Nobre,Média,Sim,Não,Árabe,Caro,144,18,2.0,39,Sim,Sim,78.02,30.0,45,Não,Sim,27990.0,392,1684,Não,Sim,Sim,5.0
REST00614,Subúrbio,Alta,Não,Não,Americana,Muito Caro,171,9,12.0,80,Sim,Sim,80.03,8.0,29,Não,Não,40736.0,811,949,Sim,Sim,Não,4.46
REST01180,Centro,Média,Sim,Não,Italiana,Caro,155,3,10.0,15,Sim,Sim,90.19,27.0,19,Sim,Sim,41730.0,860,411,Não,Não,Sim,5.0
REST01388,Centro,Baixa,Não,Não,Vegetariana,Econômico,39,20,8.0,36,Não,Sim,92.34,1.0,77,Não,Não,16441.0,123,715,Não,Sim,Sim,4.74
REST00790,Centro,Baixa,Sim,Sim,Árabe,Econômico,134,0,9.0,68,Não,Sim,88.59,25.0,66,Não,Não,42878.0,28,1958,Não,Não,Sim,4.61
REST00788,Periferia,Alta,Sim,Não,Árabe,Moderado,68,17,2.0,26,Sim,Sim,110.02799947755678,18.0,29,Sim,Não,8483.0,316,1986,Não,Sim,Sim,4.69
REST00369,Periferia,Baixa,Sim,Sim,Italiana,Econômico,110,10,4.0,41,Sim,Sim,89.68,29.0,137,Sim,Sim,3107.0,507,1168,Sim,Não,Sim,5.0
REST00842,Shopping,Alta,Sim,Não,Vegetariana,Econômico,110,0,7.0,21,Sim,Sim,73.15,1.0,72,Sim,Não,23902.0,554,462,Sim,Não,Sim,4.53
REST01751,Centro,Baixa,Sim,Sim,Americana,Caro,34,21,6.0,34,Não,Sim,85.03,14.0,66,Sim,Sim,23305.0,183,297,Não,Não,Sim,5.0
REST01411,Subúrbio,Média,Sim,Não,Vegetariana,Caro,65,16,13.0,70,Não,Não,93.23,24.0,96,Sim,Sim,39474.0,263,1148,Não,Não,Não,5.0
REST00101,Periferia,Alta,Sim,Não,Japonesa,Moderado,53,65,17.0,51,Não,Sim,76.91,24.0,88,Sim,Sim,14214.0,188,533,Não,Sim,Sim,5.0
REST00756,Subúrbio,Média,Sim,Sim,Vegetariana,Moderado,186,6,20.0,77,Não,Sim,93.7,29.0,45,Sim,Sim,368.0,346,219,Não,Não,Não,5.0
REST00262,Subúrbio,Média,Sim,Sim,Vegetariana,Caro,158,22,2.0,28,Não,Sim,55.91,20.0,144,Não,Sim,48476.0,177,85,Não,Sim,Sim,4.51
REST01702,Periferia,Alta,Não,Não,Brasileira,Econômico,113,13,11.0,66,Sim,Sim,55.21,28.0,134,Não,Não,37843.0,69,1033,Sim,Sim,Sim,4.38
REST00436,Periferia,Média,Não,Não,Vegetariana,Caro,45,2,4.0,68,Sim,Sim,79.75,14.0,50,Sim,Sim,32154.0,908,1056,Não,Sim,Sim,3.92
REST01998,Centro,Média,Sim,Não,Vegetariana,Caro,97,18,7.0,16,Não,Sim,64.27,29.0,99,Sim,Sim,47788.0,927,323,Sim,Sim,Sim,5.0
REST00180,Centro,Alta,Sim,Não,Árabe,Moderado,65,15,20.0,90,Sim,Sim,82.41,,77,Não,Sim,,685,1723,Não,Não,Sim,5.0
REST02319,Periferia,Média,Não,Não,Vegetariana,Moderado,123,3,17.0,58,Sim,Sim,73.88,22.0,96,Não,Não,17561.0,6,600,Não,Não,Sim,4.7
REST00860,Subúrbio,Média,Não,Não,Brasileira,Moderado,30,17,3.0,70,Não,Sim,93.14,25.0,147,Sim,Sim,37473.0,226,1636,Não,Sim,Sim,5.0
REST00991,Bairro Nobre,Alta,Sim,Não,Americana,Moderado,47,25,4.0,84,Sim,Não,98.36,23.0,41,Não,Sim,19079.0,320,967,Não,Sim,Sim,5.0
REST01779,Centro,Média,Não,Não,Japonesa,Econômico,95,17,11.0,53,Sim,Sim,64.89,8.0,19,Não,Sim,43271.0,473,1663,Não,Sim,Sim,4.78
REST02379,Shopping,Alta,Sim,Não,Japonesa,Moderado,177,11,13.0,89,Não,Sim,79.32,28.0,32,Sim,Sim,25286.0,924,68,Não,Não,Sim,5.0
